Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      8.82     0.00       21     0.00     0.00  boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_digit(char) const
  0.00      8.82     0.00       21     0.00     0.00  non-virtual thunk to boost::asio::detail::epoll_reactor::run(long, boost::asio::detail::op_queue<boost::asio::detail::scheduler_operation>&)
  0.00      8.82     0.00       19     0.00     0.00  boost::asio::detail::handler_work_base<boost::asio::any_io_executor, void, boost::asio::io_context, boost::asio::executor, void>::handler_work_base(int, int, boost::asio::any_io_executor const&)
  0.00      8.82     0.00       19     0.00     0.00  std::type_info const& boost::asio::execution::detail::any_executor_base::target_type_ex<boost::asio::io_context::basic_executor_type<std::allocator<void>, 0ul> >()
  0.00      8.82     0.00       16     0.00     0.00  boost::asio::detail::scheduler::post_deferred_completions(boost::asio::detail::op_queue<boost::asio::detail::scheduler_operation>&)
  0.00      8.82     0.00       15     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long)
  0.00      8.82     0.00       13     0.00     0.00  boost::asio::detail::timer_queue<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >::wait_duration_usec(long) const
  0.00      8.82     0.00       12     0.00     0.00  boost::property_tree::json_parser::detail::parser<boost::property_tree::json_parser::detail::standard_callbacks<boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::parse_boolean()
  0.00      8.82     0.00       12     0.00     0.00  boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_t(char) const
  0.00      8.82     0.00       11     0.00     0.00  boost::asio::basic_socket<boost::asio::ip::tcp, boost::asio::any_io_executor>::close(boost::system::error_code&)
  0.00      8.82     0.00       11     0.00     0.00  boost::asio::detail::conditionally_enabled_mutex::conditionally_enabled_mutex(bool)
  0.00      8.82     0.00       11     0.00     0.00  std::deque<std::shared_ptr<Runnable>, std::allocator<std::shared_ptr<Runnable> > >::_M_reallocate_map(unsigned long, bool)
  0.00      8.82     0.00       10     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const AppOptions::get<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      8.82     0.00       10     0.00     0.00  boost::asio::detail::socket_ops::non_blocking_recv1(int, void*, unsigned long, int, bool, boost::system::error_code&, unsigned long&)
  0.00      8.82     0.00       10     0.00     0.00  boost::asio::detail::epoll_reactor::start_op(int, int, boost::asio::detail::epoll_reactor::descriptor_state*&, boost::asio::detail::reactor_op*, bool, bool)
  0.00      8.82     0.00       10     0.00     0.00  boost::asio::detail::reactive_socket_recv_op_base<boost::asio::mutable_buffers_1>::do_perform(boost::asio::detail::reactor_op*)
  0.00      8.82     0.00       10     0.00     0.00  boost::asio::detail::reactive_socket_service_base::start_op(boost::asio::detail::reactive_socket_service_base::base_implementation_type&, int, boost::asio::detail::reactor_op*, bool, bool, bool)
  0.00      8.82     0.00       10     0.00     0.00  boost::disable_if<boost::property_tree::detail::is_translator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::get<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(boost::property_tree::string_path<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, boost::property_tree::id_translator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const
  0.00      8.82     0.00        9     0.00     0.00  boost::asio::detail::timer_queue<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >::remove_timer(boost::asio::detail::timer_queue<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >::per_timer_data&)
  0.00      8.82     0.00        9     0.00     0.00  boost::asio::detail::timer_queue<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >::enqueue_timer(std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, boost::asio::detail::timer_queue<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >::per_timer_data&, boost::asio::detail::wait_op*)
  0.00      8.82     0.00        9     0.00     0.00  unsigned long boost::asio::detail::epoll_reactor::cancel_timer<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >(boost::asio::detail::timer_queue<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >&, boost::asio::detail::timer_queue<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >::per_timer_data&, unsigned long)
  0.00      8.82     0.00        9     0.00     0.00  void boost::asio::detail::epoll_reactor::schedule_timer<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >(boost::asio::detail::timer_queue<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >&, boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> >::time_type const&, boost::asio::detail::timer_queue<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >::per_timer_data&, boost::asio::detail::wait_op*)
  0.00      8.82     0.00        8     0.00     0.00  boost::asio::detail::io_object_impl<boost::asio::detail::reactive_socket_service<boost::asio::ip::tcp>, boost::asio::any_io_executor>::~io_object_impl()
  0.00      8.82     0.00        8     0.00     0.00  boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_f(char) const
  0.00      8.82     0.00        8     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      8.82     0.00        7     0.00     0.00  int const AppOptions::get<int>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int const&)
  0.00      8.82     0.00        7     0.00     0.00  boost::property_tree::json_parser::detail::parser<boost::property_tree::json_parser::detail::standard_callbacks<boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::parse_null()
  0.00      8.82     0.00        7     0.00     0.00  boost::property_tree::json_parser::detail::parser<boost::property_tree::json_parser::detail::standard_callbacks<boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, boost::property_tree::json_parser::detail::encoding<char>, std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> > >::parse_number()
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::basic_socket<boost::asio::ip::tcp, boost::asio::any_io_executor>::connect(boost::asio::ip::basic_endpoint<boost::asio::ip::tcp> const&, boost::system::error_code&)
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::ip::basic_resolver<boost::asio::ip::tcp, boost::asio::any_io_executor>::resolve(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >, boost::asio::ip::resolver_base::flags, boost::system::error_code&)
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::ip::basic_resolver_query<boost::asio::ip::tcp>::basic_resolver_query(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, boost::asio::ip::resolver_base::flags)
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::ip::basic_resolver_results<boost::asio::ip::tcp>::create(addrinfo*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::ip::detail::endpoint::resize(unsigned long)
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::detail::socket_ops::sync_connect(int, void const*, unsigned long, boost::system::error_code&)
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::detail::socket_ops::translate_addrinfo_error(int)
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::detail::socket_ops::close(int, unsigned char&, bool, boost::system::error_code&)
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::detail::socket_ops::connect(int, void const*, unsigned long, boost::system::error_code&)
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::detail::epoll_reactor::deregister_descriptor(int, boost::asio::detail::epoll_reactor::descriptor_state*&, bool)
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::detail::epoll_reactor::allocate_descriptor_state()
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::detail::io_object_impl<boost::asio::detail::resolver_service<boost::asio::ip::tcp>, boost::asio::any_io_executor>::~io_object_impl()
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::detail::resolver_service<boost::asio::ip::tcp>::resolve(std::shared_ptr<void>&, boost::asio::ip::basic_resolver_query<boost::asio::ip::tcp> const&, boost::system::error_code&)
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::detail::reactive_socket_service_base::do_open(boost::asio::detail::reactive_socket_service_base::base_implementation_type&, int, int, int, boost::system::error_code&)
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::detail::scheduler::post_immediate_completion(boost::asio::detail::scheduler_operation*, bool)
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::ip::tcp::endpoint boost::asio::connect<boost::asio::ip::tcp, boost::asio::any_io_executor, boost::asio::ip::basic_resolver_results<boost::asio::ip::tcp> >(boost::asio::basic_socket<boost::asio::ip::tcp, boost::asio::any_io_executor>&, boost::asio::ip::basic_resolver_results<boost::asio::ip::tcp> const&, boost::system::error_code&, boost::asio::constraint<is_endpoint_sequence<boost::asio::ip::basic_resolver_results<boost::asio::ip::tcp> >::value, int>::type)
  0.00      8.82     0.00        7     0.00     0.00  boost::asio::ip::basic_resolver_iterator<boost::asio::ip::tcp> boost::asio::connect<boost::asio::ip::tcp, boost::asio::any_io_executor, boost::asio::ip::basic_resolver_iterator<boost::asio::ip::tcp>, boost::asio::detail::default_connect_condition>(boost::asio::basic_socket<boost::asio::ip::tcp, boost::asio::any_io_executor>&, boost::asio::ip::basic_resolver_iterator<boost::asio::ip::tcp>, boost::asio::ip::basic_resolver_iterator<boost::asio::ip::tcp>, boost::asio::detail::default_connect_condition, boost::system::error_code&)
  0.00      8.82     0.00        7     0.00     0.00  boost::optional<int> boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::get_optional<int>(boost::property_tree::string_path<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, boost::property_tree::id_translator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) const
  0.00      8.82     0.00        7     0.00     0.00  boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_0(char) const
  0.00      8.82     0.00        7     0.00     0.00  boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_n(char) const
  0.00      8.82     0.00        7     0.00     0.00  boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_eE(char) const
  0.00      8.82     0.00        7     0.00     0.00  boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_dot(char) const
  0.00      8.82     0.00        7     0.00     0.00  boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_minus(char) const
  0.00      8.82     0.00        7     0.00     0.00  std::enable_if<__sp_is_constructible<std::vector<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp>, std::allocator<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp> > >, std::vector<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp>, std::allocator<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp> > > >::value, void>::type std::__shared_ptr<std::vector<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp>, std::allocator<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp> > >, (__gnu_cxx::_Lock_policy)2>::reset<std::vector<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp>, std::allocator<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp> > > >(std::vector<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp>, std::allocator<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp> > >*)
  0.00      8.82     0.00        7     0.00     0.00  std::_Sp_counted_ptr<std::vector<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp>, std::allocator<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp> > >*, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00      8.82     0.00        7     0.00     0.00  std::_Sp_counted_ptr<std::vector<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp>, std::allocator<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp> > >*, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00      8.82     0.00        7     0.00     0.00  std::_Sp_counted_deleter<void*, boost::asio::detail::socket_ops::noop_deleter, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00      8.82     0.00        7     0.00     0.00  std::_Sp_counted_deleter<void*, boost::asio::detail::socket_ops::noop_deleter, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00      8.82     0.00        7     0.00     0.00  void std::vector<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp>, std::allocator<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp> > >::_M_realloc_insert<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp> >(__gnu_cxx::__normal_iterator<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp>*, std::vector<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp>, std::allocator<boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp> > > >, boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp>&&)
  0.00      8.82     0.00        6     0.00     0.00  tcp::setSocket(boost::asio::io_context&, boost::asio::basic_stream_socket<boost::asio::ip::tcp, boost::asio::any_io_executor>&, std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >)
  0.00      8.82     0.00        6     0.00     0.00  boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, int>::get_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      8.82     0.00        6     0.00     0.00  boost::asio::ip::basic_resolver_entry<boost::asio::ip::tcp>::basic_resolver_entry(boost::asio::ip::basic_endpoint<boost::asio::ip::tcp> const&, std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >)
  0.00      8.82     0.00        6     0.00     0.00  boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_digit0(char) const
  0.00      8.82     0.00        6     0.00     0.00  std::enable_if<__sp_is_constructible<void, void>::value, void>::type std::__shared_ptr<void, (__gnu_cxx::_Lock_policy)2>::reset<void, boost::asio::detail::socket_ops::noop_deleter>(void*, boost::asio::detail::socket_ops::noop_deleter)
  0.00      8.82     0.00        5     0.00     0.00  bool const AppOptions::get<bool>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool const&)
  0.00      8.82     0.00        5     0.00     0.00  tcp::TcpClientHeartbeat::timeoutWait()
  0.00      8.82     0.00        5     0.00     0.00  tcp::TcpClientHeartbeat::read()
  0.00      8.82     0.00        5     0.00     0.00  boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, bool>::get_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      8.82     0.00        5     0.00     0.00  boost::asio::detail::socket_ops::non_blocking_send1(int, void const*, unsigned long, int, boost::system::error_code&, unsigned long&)
  0.00      8.82     0.00        5     0.00     0.00  boost::asio::detail::epoll_reactor::perform_io_cleanup_on_block_exit::~perform_io_cleanup_on_block_exit()
  0.00      8.82     0.00        5     0.00     0.00  boost::asio::detail::reactive_socket_send_op_base<boost::asio::const_buffers_1>::do_perform(boost::asio::detail::reactor_op*)
  0.00      8.82     0.00        5     0.00     0.00  boost::asio::detail::reactive_socket_service_base::base_move_assign(boost::asio::detail::reactive_socket_service_base::base_implementation_type&, boost::asio::detail::reactive_socket_service_base&, boost::asio::detail::reactive_socket_service_base::base_implementation_type&)
  0.00      8.82     0.00        5     0.00     0.00  void boost::asio::execution::detail::any_executor_base::copy_object<boost::asio::io_context::basic_executor_type<std::allocator<void>, 0ul> >(boost::asio::execution::detail::any_executor_base&, boost::asio::execution::detail::any_executor_base const&)
  0.00      8.82     0.00        5     0.00     0.00  boost::optional<bool> boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::get_optional<bool>(boost::property_tree::string_path<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, boost::property_tree::id_translator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) const
  0.00      8.82     0.00        5     0.00     0.00  boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_e(char) const
  0.00      8.82     0.00        5     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace(unsigned long, unsigned long, char const*, unsigned long)
  0.00      8.82     0.00        4     0.00     0.00  tcp::TcpClientHeartbeat::heartbeatWait()
  0.00      8.82     0.00        4     0.00     0.00  boost::asio::detail::posix_event::posix_event()
  0.00      8.82     0.00        4     0.00     0.00  boost::asio::detail::timer_queue<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >::get_ready_timers(boost::asio::detail::op_queue<boost::asio::detail::scheduler_operation>&)
  0.00      8.82     0.00        4     0.00     0.00  boost::asio::detail::epoll_reactor::descriptor_state::perform_io(unsigned int)
  0.00      8.82     0.00        4     0.00     0.00  boost::asio::detail::epoll_reactor::descriptor_state::do_complete(void*, boost::asio::detail::scheduler_operation*, boost::system::error_code const&, unsigned long)
  0.00      8.82     0.00        4     0.00     0.00  boost::asio::detail::resolver_service_base::base_shutdown()
  0.00      8.82     0.00        4     0.00     0.00  boost::asio::detail::scheduler::~scheduler()
  0.00      8.82     0.00        4     0.00     0.00  boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_r(char) const
  0.00      8.82     0.00        4     0.00     0.00  boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_u(char) const
  0.00      8.82     0.00        4     0.00     0.00  std::jthread::~jthread()
  0.00      8.82     0.00        3     0.00     2.92  ThreadPool::createThread()
  0.00      8.82     0.00        3     0.00     2.92  ThreadPool::removeFromQueue(std::shared_ptr<Runnable>)
  0.00      8.82     0.00        3     0.00     0.00  boost::asio::detail::epoll_reactor::descriptor_state::~descriptor_state()
  0.00      8.82     0.00        3     0.00     0.00  boost::asio::detail::scheduler::init_task()
  0.00      8.82     0.00        3     0.00     0.00  boost::asio::detail::scheduler::~scheduler()
  0.00      8.82     0.00        3     0.00     0.00  KillThread::killThread() const
  0.00      8.82     0.00        3     0.00     0.00  RunnableT<KillThread>::getNumberObjects() const
  0.00      8.82     0.00        2     0.00     0.00  encodeHeader(char*, std::tuple<HEADERTYPE, unsigned long, unsigned long, COMPRESSORS, bool, STATUS> const&)
  0.00      8.82     0.00        2     0.00     0.01  ThreadPool::stop()
  0.00      8.82     0.00        2     0.00     0.00  ThreadPool::ThreadPool(unsigned int)
  0.00      8.82     0.00        2     0.00     0.00  ThreadPool::~ThreadPool()
  0.00      8.82     0.00        2     0.00     0.00  tcp::sendMsg(boost::asio::basic_stream_socket<boost::asio::ip::tcp, boost::asio::any_io_executor>&, std::tuple<HEADERTYPE, unsigned long, unsigned long, COMPRESSORS, bool, STATUS> const&, std::basic_string_view<char, std::char_traits<char> >)
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::io_context::io_context()
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::execution_context::execution_context()
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::detail::epoll_reactor::do_epoll_create()
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::detail::epoll_reactor::epoll_reactor(boost::asio::execution_context&)
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::detail::epoll_reactor::~epoll_reactor()
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::detail::epoll_reactor::~epoll_reactor()
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::detail::io_object_impl<boost::asio::detail::deadline_timer_service<boost::asio::detail::chrono_time_traits<std::chrono::_V2::steady_clock, boost::asio::wait_traits<std::chrono::_V2::steady_clock> > >, boost::asio::any_io_executor>::~io_object_impl()
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::detail::resolver_service<boost::asio::ip::tcp>::shutdown()
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::detail::resolver_service<boost::asio::ip::tcp>::~resolver_service()
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::detail::service_registry::do_add_service(boost::asio::execution_context::service::key const&, boost::asio::execution_context::service*)
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::execution_context::service* boost::asio::detail::service_registry::create<boost::asio::detail::epoll_reactor, boost::asio::execution_context>(void*)
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::execution_context::service* boost::asio::detail::service_registry::create<boost::asio::detail::resolver_service<boost::asio::ip::tcp>, boost::asio::io_context>(void*)
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::execution_context::service* boost::asio::detail::service_registry::create<boost::asio::detail::reactive_socket_service<boost::asio::ip::tcp>, boost::asio::io_context>(void*)
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::detail::resolver_service_base::resolver_service_base(boost::asio::execution_context&)
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::detail::reactive_socket_service<boost::asio::ip::tcp>::~reactive_socket_service()
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::detail::eventfd_select_interrupter::open_descriptors()
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::detail::scheduler::get_default_task(boost::asio::execution_context&)
  0.00      8.82     0.00        2     0.00     0.00  boost::asio::detail::scheduler::shutdown()
  0.00      8.82     0.00        2     0.00     0.00  boost::system::detail::snprintf(char*, unsigned long, char const*, ...)
  0.00      8.82     0.00        2     0.00     0.00  Logger::Logger(LOG_LEVEL, std::ostream&)
  0.00      8.82     0.00        2     0.00     0.00  boost::property_tree::json_parser::detail::external_ascii_superset_encoding::is_close_brace(char) const
  0.00      8.82     0.00        2     0.00     0.00  boost::system::error_code::what[abi:cxx11]() const
  0.00      8.82     0.00        2     0.00     0.00  boost::system::error_code::message[abi:cxx11]() const
  0.00      8.82     0.00        2     0.00     0.00  boost::system::error_code::to_string[abi:cxx11]() const
  0.00      8.82     0.00        2     0.00     0.00  boost::system::detail::system_error_category::name() const
  0.00      8.82     0.00        2     0.00     0.00  boost::system::detail::system_error_category::message[abi:cxx11](int) const
  0.00      8.82     0.00        2     0.00     0.00  RunnableT<TaskBuilder>::getType() const
  0.00      8.82     0.00        2     0.00     0.00  std::_Deque_base<std::shared_ptr<Runnable>, std::allocator<std::shared_ptr<Runnable> > >::_M_initialize_map(unsigned long)
  0.00      8.82     0.00        2     0.00     0.00  std::deque<std::shared_ptr<Runnable>, std::allocator<std::shared_ptr<Runnable> > >::_M_destroy_data_aux(std::_Deque_iterator<std::shared_ptr<Runnable>, std::shared_ptr<Runnable>&, std::shared_ptr<Runnable>*>, std::_Deque_iterator<std::shared_ptr<Runnable>, std::shared_ptr<Runnable>&, std::shared_ptr<Runnable>*>)
  0.00      8.82     0.00        2     0.00     0.00  std::deque<std::shared_ptr<Runnable>, std::allocator<std::shared_ptr<Runnable> > >::~deque()
  0.00      8.82     0.00        2     0.00     0.00  std::vector<char, std::allocator<char> >::vector(unsigned long, std::allocator<char> const&)
  0.00      8.82     0.00        2     0.00     0.00  std::iterator_traits<std::filesystem::__cxx11::directory_iterator>::difference_type std::distance<std::filesystem::__cxx11::directory_iterator>(std::filesystem::__cxx11::directory_iterator, std::filesystem::__cxx11::directory_iterator)
  0.00      8.82     0.00        1     0.00     0.00  AppOptions::initialize()
  0.00      8.82     0.00        1     0.00     0.00  AppOptions::AppOptions(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      8.82     0.00        1     0.00     0.00  AppOptions::~AppOptions()
  0.00      8.82     0.00        1     0.00     0.00  Compression::isCompressionEnabled(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      8.82     0.00        1     0.00     0.00  ClientOptions::ClientOptions(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::ostream*)
  0.00      8.82     0.00        1     0.00     0.00  tcp::TcpClientHeartbeat::run()
  0.00      8.82     0.00        1     0.00     0.01  tcp::TcpClientHeartbeat::stop()
  0.00      8.82     0.00        1     0.00     0.01  tcp::TcpClientHeartbeat::start()
  0.00      8.82     0.00        1     0.00     0.00  tcp::TcpClientHeartbeat::TcpClientHeartbeat(ClientOptions const&)
  0.00      8.82     0.00        1     0.00     0.00  tcp::TcpClientHeartbeat::~TcpClientHeartbeat()
  0.00      8.82     0.00        1     0.00     0.00  tcp::readMsg(boost::asio::basic_stream_socket<boost::asio::ip::tcp, boost::asio::any_io_executor>&, std::tuple<HEADERTYPE, unsigned long, unsigned long, COMPRESSORS, bool, STATUS>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      8.82     0.00        1     0.00     0.00  tcp::TcpClient::receiveStatus()
  0.00      8.82     0.00        1     0.00     0.00  tcp::TcpClient::destroySession()
  0.00      8.82     0.00        1     0.00     8.78  tcp::TcpClient::run()
